"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"2195th","https://www.soraredata.com/player/106487417216164383755241289521714029585371153351595858875370381354314345986466","https://assets.sorare.com/player/55533fcb-cc0a-43e8-a35f-1f7884e3286c/picture/avatar-9fa387ae34e54fdee095eb9b6694e55c.png","Alec Van Hoorenbeeck","Defender  - 24","35.6","40%  PLAYED","43.7","80%  PLAYED","43.7","73%  PLAYED","Ξ 0,0004","Ξ 0,0090","3-day average","Ξ 0,0890","1-month average","Last public sale"
"2196th","https://www.soraredata.com/player/94896097048896802612979046743031707759185390572386116230312713829772643383122","https://assets.sorare.com/player/d7ff0a30-ee5e-4945-bd37-1057e638bfd1/picture/avatar-f1c7b5d252acd4e15cac328055985659.png","Dominik Kohr","Midfielder  - 29","43.9","100%  PLAYED","43.7","87%  PLAYED","43.9","88%  PLAYED","Ξ 0,0006","Ξ 0,0149","3-day average","Ξ 0,0980","3-day average","2-week average"
"2197th","https://www.soraredata.com/player/98110510912677740195085620387955309625289659389149230367126516604538647900487","https://assets.sorare.com/player/025f074d-7d00-4115-81f3-a8008f1e0f8c/picture/avatar-78a781d1067fff118cbe71cd1f85f982.png","Luis Suárez","Forward  - 25","43.0","100%  PLAYED","43.7","87%  PLAYED","40.9","70%  PLAYED","Ξ 0,0023","Ξ 0,0384","3-day average","Ξ 0,900","2-week average","Last public sale"
"2198th","https://www.soraredata.com/player/114828739367167335029059223797261119812726742397851868804074707102859964808878","https://assets.sorare.com/player/153ba073-b802-4ac8-901d-048ab84a786f/picture/avatar-c946f5b3e9c82fdb1ada1f1636a65ebb.png","Agustín Oliveros","Defender  - 24","41.5","100%  PLAYED","43.7","100%  PLAYED","43.5","95%  PLAYED","Ξ 0,0005","Ξ 0,0113","7-day average","Ξ 0,0741","7-day average","Last public sale"
"2199th","https://www.soraredata.com/player/15954635480509991270960233380251202834461582629928788943326890988399697575248","https://assets.sorare.com/player/44801f9c-24f9-4748-abe9-b4183a294262/picture/avatar-bb4584999361213f30f89254aee2c880.png","Emmanuel Emegha","Forward  - 20","52.9","100%  PLAYED","43.7","100%  PLAYED","44.2","63%  PLAYED","Ξ 0,0147","Ξ 0,1000","3-day average","Ξ 0,318","2-week average","Last public sale"
"2200th","https://www.soraredata.com/player/50976845471797560252445566435432854231431575260869406525462899359095257879119","https://assets.sorare.com/player/85d8b072-12f5-45fe-b657-ff95ff113a52/picture/avatar-8e5705a6555e66f7c75766d27877da94.png","Samuel Lino","Forward  - 23","48.1","100%  PLAYED","43.7","100%  PLAYED","49.5","100%  PLAYED","Ξ 0,0052","Ξ 0,0538","3-day average","Ξ 0,453","3-day average","Last public sale"
"2201st","https://www.soraredata.com/player/87828729162978751153145531765887139449098185030090214810158127072480809115387","https://assets.sorare.com/player/21035c9f-b04d-49b0-a776-549ab2390719/picture/avatar-af2c7c0ead9551cb3b694e68623667ce.png","Matz Sels","Goalkeeper  - 31","43.6","80%  PLAYED","43.7","93%  PLAYED","45.0","83%  PLAYED","Ξ 0,0116","Ξ 0,230","3-day average","Ξ 0,850","3-day average","1-month average"
"2202nd","https://www.soraredata.com/player/65483555473238261586605626265527761959602772158167062410490206352303349667082","https://assets.sorare.com/player/26ddbd5f-ec5f-4a9a-acbc-b3d13445139b/picture/avatar-6d968390444ce58278a152c73937c48d.png","Anthony Losilla","Midfielder  - 37","36.3","80%  PLAYED","43.7","87%  PLAYED","43.2","95%  PLAYED","Ξ 0,0005","Ξ 0,0033","7-day average","Ξ 0,0500","2-week average","Last public sale"
"2203rd","https://www.soraredata.com/player/nicolas-ioannou","","Nicholas Ioannou","Defender  - 27","45.4","100%  PLAYED","43.7","93%  PLAYED","41.5","88%  PLAYED","No sale","No sale","","No sale","",""
"2204th","https://www.soraredata.com/player/109924687073542445183209108251708598844798817864409223717932193770914035691852","https://assets.sorare.com/player/a214edbc-505d-44e4-b727-b985b2dfc9fb/picture/avatar-5e686adfe9944a12b8667c2424736df9.png","Musa Barrow","Forward  - 24","57.6","100%  PLAYED","43.7","87%  PLAYED","45.9","85%  PLAYED","Ξ 0,0058","Ξ 0,0518","3-day average","No sale","1-month average",""
"2205th","https://www.soraredata.com/player/74174357322448896803632721683777045874207612033122837518855802322481605796768","https://assets.sorare.com/player/f900eb55-b636-4d9b-9a97-66241ccaa175/picture/avatar-e0f604fa0597fe0d5d8bf7203c8406d4.png","Marco Farfan","Defender  - 24","39.9","100%  PLAYED","43.6","100%  PLAYED","46.4","95%  PLAYED","Ξ 0,0012","Ξ 0,0234","3-day average","Ξ 0,122","7-day average","2-week average"
"2206th","https://www.soraredata.com/player/74965624628493083661965347740311482830280995892816724414108187931011843248608","https://assets.sorare.com/player/35fdf7f3-fb0e-43bc-b2e9-127b63933901/picture/avatar-cfc054e5941cef8ab7994db3e6b82da0.png","Samuel Moutoussamy","Midfielder  - 26","35.7","100%  PLAYED","43.6","93%  PLAYED","41.3","90%  PLAYED","Ξ 0,0010","Ξ 0,0053","3-day average","Ξ 0,0438","7-day average","7-day average"
"2207th","https://www.soraredata.com/player/32594000587961319534468693695732725322508215054825795129120315292989378270955","https://assets.sorare.com/player/4058264a-f326-413a-a526-cc63dde1b712/picture/avatar-b18de8a841b063d267cbff0e49657a36.png","Soualiho Meïte","Midfielder  - 29","41.9","80%  PLAYED","43.6","87%  PLAYED","42.2","63%  PLAYED","Ξ 0,0005","Ξ 0,0115","3-day average","Ξ 0,104","1-month average","Last public sale"
"2208th","https://www.soraredata.com/player/87583267604513355232105810567488921989633915197378339548841629818578551168205","https://assets.sorare.com/player/99dfaf2d-7751-4539-80d0-91dd13babf9c/picture/avatar-03114849647755d0fa598eb00f73b37b.png","Matthias Gragger","Defender  - 21","53.3","100%  PLAYED","43.6","80%  PLAYED","43.9","38%  PLAYED","Ξ 0,0006","Ξ 0,0057","3-day average","Ξ 0,140","3-day average","Last public sale"
"2209th","https://www.soraredata.com/player/77106579237693343843545863093003867060742044475810180628500307617174186306482","https://assets.sorare.com/player/65c7134e-b8c3-4935-baf9-a5ef2d3caaaa/picture/avatar-50553abad937bc2395154002da7a2d39.png","Gyrano Kerk","Forward  - 27","48.3","100%  PLAYED","43.6","93%  PLAYED","42.2","98%  PLAYED","Ξ 0,0064","Ξ 0,0409","3-day average","Ξ 0,149","3-day average","7-day average"
"2210th","https://www.soraredata.com/player/110870847571708122830824463063553691583436499996181311873016605120161748169113","https://assets.sorare.com/player/71a5afab-d942-4fae-9c0c-99a6c075dbf4/picture/avatar-d4a5ba6362b1f5020c1a530a492015ed.png","Ivan Perišić","Midfielder  - 34","58.5","100%  PLAYED","43.6","87%  PLAYED","46.3","93%  PLAYED","Ξ 0,0041","Ξ 0,0284","3-day average","Ξ 0,213","7-day average","3-day average"
"2211th","https://www.soraredata.com/player/29241938091815479650967913326731669082016530291087168289230322755801400920158","https://assets.sorare.com/player/6d7ec19a-00d1-404a-b85b-bba12d104785/picture/avatar-984ce751e4a648ea41e2428511feec46.png","Cédric Hountondji","Defender  - 29","45.9","100%  PLAYED","43.6","100%  PLAYED","41.5","78%  PLAYED","Ξ 0,0011","Ξ 0,0106","3-day average","Ξ 0,0670","7-day average","Last public sale"
"2212th","https://www.soraredata.com/player/65786302195596527332418187043246955145828983507850868256546050480207150516287","https://assets.sorare.com/player/c60fcf20-a188-4e38-85b9-c0e49d6c1760/picture/avatar-1418fc9091174ff5c21ec873f9235765.png","Alper Uludağ","Defender  - 32","33.4","80%  PLAYED","43.6","93%  PLAYED","39.2","90%  PLAYED","Ξ 0,0004","Ξ 0,0038","7-day average","Ξ 0,0293","7-day average","1-month average"
"2213th","https://www.soraredata.com/player/92081845552812492022824853618582046535409194316498960497087207398611094845027","https://assets.sorare.com/player/d3964c8a-2c61-42ff-a5d9-975cdd59cc13/picture/avatar-176313bd28a60f482c66cfa0d3a4bceb.png","Ignacio Saavedra","Midfielder  - 24","33.8","80%  PLAYED","43.6","80%  PLAYED","42.5","80%  PLAYED","Ξ 0,0009","Ξ 0,0160","3-day average","Ξ 0,0817","1-month average","1-month average"
"2214th","https://www.soraredata.com/player/91515569425078264397778904988417485587407211935545057006735499472056102037461","https://assets.sorare.com/player/db696919-adb0-4594-8cc8-ffd2e5dd0087/picture/avatar-e2b90d78a51c70971980622daddbc38c.png","José León","Defender  - 28","48.3","100%  PLAYED","43.6","80%  PLAYED","43.8","73%  PLAYED","Ξ 0,0006","Ξ 0,0115","3-day average","No sale","3-day average",""
"2215th","https://www.soraredata.com/player/42253909570095552878962869643804062158168499499621606068392974313702047199239","https://assets.sorare.com/player/4b8d3f0b-0354-4ef3-96ec-405dfc3669db/picture/avatar-d6f26cabaf60d2b5862c2b4eb4f3d944.png","Julius Dirksen","Defender  - 20","37.5","100%  PLAYED","43.6","87%  PLAYED","NA","0%  PLAYED","Ξ 0,0007","Ξ 0,0134","2-week average","Ξ 0,0800","7-day average","Last public sale"
"2216th","https://www.soraredata.com/player/24050999608658767620705419916525757179368961553896588960025950483215340968602","https://assets.sorare.com/player/4492b992-c37b-46e3-bdf9-2d4f85682853/picture/avatar-5d6e1ee34a5fbb60d0b5960b25764d15.png","Florent Mollet","Midfielder  - 31","45.5","100%  PLAYED","43.6","87%  PLAYED","40.3","83%  PLAYED","Ξ 0,0013","Ξ 0,0190","3-day average","Ξ 0,0543","3-day average","Last public sale"
"2217th","https://www.soraredata.com/player/56153740365972398934451853589208930241726384751966295648973463159762226827667","https://assets.sorare.com/player/e3cd1f68-e09f-4186-afb2-9aa99f9ac301/picture/avatar-2ae2f4db6b296fa002a3e62fc89d60e9.png","Mounir Chouiar","Midfielder  - 24","44.8","100%  PLAYED","43.6","80%  PLAYED","46.0","78%  PLAYED","Ξ 0,0058","Ξ 0,340","7-day average","Ξ 0,932","Last public sale","Last public sale"
"2218th","https://www.soraredata.com/player/21908741600336542514547781236223172585954340533869206366377946566743852526651","https://assets.sorare.com/player/833a8087-abc3-4b44-9c7a-7a4b9241abd1/picture/avatar-db360b41ba3b62f40a7363f5cfd93ed8.png","Nicolas Ngamaleu","Midfielder  - 28","36.4","80%  PLAYED","43.6","87%  PLAYED","40.9","85%  PLAYED","No sale","No sale","","No sale","",""
"2219th","https://www.soraredata.com/player/110698225149958345906276889349886861261719050090099810772267065526428016532491","https://assets.sorare.com/player/ea133982-92f7-4c0a-80ac-1b3579aec8a2/picture/avatar-3757cc84b6f9971750c1da17b98b8680.png","Jomaine Consbruch","Midfielder  - 21","48.9","100%  PLAYED","43.5","80%  PLAYED","43.7","35%  PLAYED","Ξ 0,0007","Ξ 0,0085","7-day average","Ξ 0,0961","1-month average","Last public sale"
"2220th","https://www.soraredata.com/player/102183806260899908868027359890742065893922962223561968002759460541826269605239","https://assets.sorare.com/player/c270d6ef-281a-4600-957f-603eec6cb00c/picture/avatar-3e4180ba0f682834493086b0277942ee.png","Liam Scales","Defender  - 24","59.7","80%  PLAYED","43.5","80%  PLAYED","47.9","63%  PLAYED","Ξ 0,0009","Ξ 0,0097","3-day average","Ξ 0,212","2-week average","Last public sale"
"2221st","https://www.soraredata.com/player/27167382334999460415305042672402422959379097012355885402479651739893213697036","https://assets.sorare.com/player/3c33ab6f-67d5-4d81-a090-52cf8b7f13bc/picture/avatar-1db6ce0b5d3a5364878357ce4ca7afb8.png","Fabian Klos","Forward  - 35","57.8","100%  PLAYED","43.5","100%  PLAYED","39.5","68%  PLAYED","Ξ 0,0010","Ξ 0,0169","3-day average","Ξ 0,0509","7-day average","Last public sale"
"2222nd","https://www.soraredata.com/player/61556097925506205411122785954454293359716376450737602338206047859103672560468","https://assets.sorare.com/player/1356fa09-8386-465d-a9c1-4dbda13948ed/picture/avatar-423ba2ec078110d05eaec54669e93bc1.png","Marcus Ingvartsen","Forward  - 27","49.2","60%  PLAYED","43.5","87%  PLAYED","42.4","80%  PLAYED","Ξ 0,0019","Ξ 0,0236","3-day average","Ξ 0,151","3-day average","Last public sale"
"2223rd","https://www.soraredata.com/player/103393356165325072960232719605279105530053182226692361615702022668617480258581","https://assets.sorare.com/player/31cc024d-f075-40e6-a427-e32997a08bce/picture/avatar-f662929c33beb552283a415fcca241fc.png","Willum Willumsson","Midfielder  - 24","45.5","60%  PLAYED","43.5","80%  PLAYED","45.0","60%  PLAYED","Ξ 0,0010","Ξ 0,0190","3-day average","Ξ 0,0498","3-day average","Last public sale"
"2224th","https://www.soraredata.com/player/85306097535094771776803412766467735679011881201071446975361760027637705829740","https://assets.sorare.com/player/eae510c8-8b11-4cd3-990f-58d5f92ea991/picture/avatar-c9d5ded6f391007352d3f676ca61f86f.png","Daryl Dike","Forward  - 22","38.4","100%  PLAYED","43.5","100%  PLAYED","41.0","55%  PLAYED","Ξ 0,0161","Ξ 0,108","2-week average","Ξ 1,250","Last public sale","Last public sale"
"2225th","https://www.soraredata.com/player/25730704303539560936595912106492171842293648728659515105317684552659747168216","https://assets.sorare.com/player/c4df29fc-58c2-4921-adbf-5571b38927d1/picture/avatar-295d3a9f26b2d26aee459230f6bd7c96.png","Rafael Gava","Midfielder  - 29","45.7","100%  PLAYED","43.5","80%  PLAYED","43.8","75%  PLAYED","Ξ 0,0009","Ξ 0,0260","7-day average","Ξ 0,167","Last public sale","Last public sale"
"2226th","https://www.soraredata.com/player/80164015642292313223880364042963184769095343015824838873682794333099591742343","https://assets.sorare.com/player/4564fb57-36ea-4807-b466-7a7031fc1373/picture/avatar-3afaa2bfdfae82aecffa22987d433445.png","Alfonso Parot","Defender  - 33","38.5","80%  PLAYED","43.5","93%  PLAYED","51.3","98%  PLAYED","Ξ 0,0005","Ξ 0,0072","3-day average","Ξ 0,278","2-week average","Last public sale"
"2227th","https://www.soraredata.com/player/36361414314854132435775742011586387947537697546082659720981552381756320142000","https://assets.sorare.com/player/c3bf93f5-58e4-4037-a584-2ef0c6e26efc/picture/avatar-42473ce3e8128e6b9d6cafa89e9e5227.png","Shun Nakamura","Midfielder  - 29","41.9","100%  PLAYED","43.5","80%  PLAYED","43.3","83%  PLAYED","Ξ 0,0007","Ξ 0,0107","7-day average","Ξ 0,0841","3-day average","Last public sale"
"2228th","https://www.soraredata.com/player/95935327395999903736535002164660848799328665270771422831197540186897025022533","https://assets.sorare.com/player/6417af45-a382-4074-b950-e1cde50cfd3a/picture/avatar-a3d3ad6b1dc2d1b446cbcb577127d1e6.png","Diego Fagúndez","Midfielder  - 28","29.9","100%  PLAYED","43.5","100%  PLAYED","52.0","100%  PLAYED","Ξ 0,0054","Ξ 0,0689","3-day average","Ξ 0,411","7-day average","1-month average"
"2229th","https://www.soraredata.com/player/75017879239824486518662244871883605250832692908637587781733477346626539517492","https://assets.sorare.com/player/68b163a6-039b-45b0-82d8-067bc57b0a74/picture/avatar-3beffbc4ee1d9fff118aefc4c0351a4c.png","Diego Rossi","Forward  - 25","31.3","100%  PLAYED","43.5","100%  PLAYED","47.3","93%  PLAYED","Ξ 0,0026","Ξ 0,0412","3-day average","Ξ 0,400","7-day average","Last public sale"
"2230th","https://www.soraredata.com/player/70228789164181783373130406255273660019464656014973315146722794263558411584807","https://assets.sorare.com/player/0f8a04a8-6198-4cb5-b4fa-e1701c552994/picture/avatar-c769fa2c35abe672bfa51e6edcb9b435.png","Kang-In Lee","Midfielder  - 22","51.9","100%  PLAYED","43.5","93%  PLAYED","43.6","93%  PLAYED","Ξ 0,0041","Ξ 0,0442","3-day average","Ξ 0,190","7-day average","1-month average"
"2231st","https://www.soraredata.com/player/40025481209219748454823123190059272430253471342169560722419509134605828515004","https://assets.sorare.com/player/8a724a66-33b1-488b-bd30-aae7cacdafc9/picture/avatar-dbcf3d765fc10fdc6d3a75899af86e82.png","Bruno Amione","Defender  - 21","43.2","100%  PLAYED","43.5","93%  PLAYED","43.8","70%  PLAYED","Ξ 0,0046","Ξ 0,0391","7-day average","No sale","Last public sale",""
"2232nd","https://www.soraredata.com/player/93167230103728317398954851739534410889803418985839670537783975765830265358057","https://assets.sorare.com/player/d8ee04b0-4fd3-4fe2-9399-53759170c826/picture/avatar-9e48e8b4f3ed1caa5e748f589db63b38.png","Kasim Adams","Defender  - 27","40.3","80%  PLAYED","43.5","80%  PLAYED","49.7","83%  PLAYED","Ξ 0,0011","Ξ 0,0988","3-day average","Ξ 0,0737","Last public sale","Last public sale"
"2233rd","https://www.soraredata.com/player/23622468335975909417480587440133346786080319338974005259407141128596309157427","https://assets.sorare.com/player/8dadd359-07f1-426f-bbb4-4623cb9fe303/picture/avatar-528ae88e0b6c4095ee906fa11d62ec1e.png","Rico Henry","Defender  - 25","39.8","100%  PLAYED","43.4","93%  PLAYED","41.1","98%  PLAYED","Ξ 0,0021","Ξ 0,0176","3-day average","Ξ 0,0801","7-day average","Last public sale"
"2234th","https://www.soraredata.com/player/71603372102838722100537238261611329054763527866536411182978187083197009129430","https://assets.sorare.com/player/aa42e3aa-c422-4c7b-83d2-7f5219b13375/picture/avatar-f0d93e56e62e20cc29bfe25699efbcee.png","Williams","Forward  - 28","47.8","100%  PLAYED","43.4","87%  PLAYED","46.9","95%  PLAYED","Ξ 0,0048","Ξ 0,0523","3-day average","Ξ 0,238","3-day average","1-month average"
"2235th","https://www.soraredata.com/player/97478774268392916162454476735560690150690819920482317868598273433863361193973","https://assets.sorare.com/player/0cdef1a5-13c9-4686-a41a-9f17ac9d22fb/picture/avatar-41cf6dad864b585e640afde7aae8dfd3.png","Umut Güneş","Midfielder  - 23","39.4","100%  PLAYED","43.4","100%  PLAYED","39.3","88%  PLAYED","Ξ 0,0005","Ξ 0,0195","3-day average","Ξ 0,124","1-month average","Last public sale"
"2236th","https://www.soraredata.com/player/25523447492453324200878382021443658405798793817787379496033194563341791394218","https://assets.sorare.com/player/b94d1f0c-4f56-4f93-a385-f59c16aee6e7/picture/avatar-a7baca393d5076e130b1ef84fdbe78dc.png","Phillipp Mwene","Defender  - 29","46.2","80%  PLAYED","43.4","87%  PLAYED","43.4","75%  PLAYED","Ξ 0,0009","Ξ 0,0142","3-day average","Ξ 0,133","3-day average","Last public sale"
"2237th","https://www.soraredata.com/player/35620769073317475972385291196684253704399648862612150498177012109255564199640","https://assets.sorare.com/player/4151c9dc-6e58-4d76-bce1-e88a052eb446/picture/avatar-a32f175743902663d19d97b759e13073.png","André Silva","Forward  - 27","40.2","100%  PLAYED","43.4","93%  PLAYED","44.1","85%  PLAYED","Ξ 0,0038","Ξ 0,0391","3-day average","Ξ 0,541","3-day average","Last public sale"
