"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"790th","https://www.soraredata.com/player/20519042388109039026759501659164573198256195734799554967927875316838601805195","https://assets.sorare.com/player/7ea96fec-25fb-4dd4-9736-63ebc95e404b/picture/avatar-14595817bd3582cf57035be8478a7fad.png","Jonathan Mensah","Defender  - 32","47.4","100%  PLAYED","52.6","87%  PLAYED","50.1","85%  PLAYED","Ξ 0,0012","Ξ 0,0243","3-day average","Ξ 0,165","3-day average","Last public sale"
"791st","https://www.soraredata.com/player/antonio-josenildo-rodrigues-de-oliveira","https://assets.sorare.com/player/cbef1f24-223b-4102-a133-1275e64732ac/picture/avatar-04fde8276636103c929b2ab2df6d0408.png","Rodrigues","Defender  - 25","60.0","100%  PLAYED","52.6","93%  PLAYED","51.5","60%  PLAYED","Ξ 0,0128","No sale","3-day average","No sale","",""
"792nd","https://www.soraredata.com/player/90385747871433321089533554726855522204847431682731411619485352704781857821304","https://assets.sorare.com/player/17d26117-8bea-484b-a523-09dbc3ef7229/picture/avatar-d0b043f55cabd33078330686d5e223e6.png","Take","Forward  - 21","51.4","100%  PLAYED","52.6","93%  PLAYED","49.0","85%  PLAYED","Ξ 0,0089","Ξ 0,107","3-day average","Ξ 0,294","3-day average","1-month average"
"793rd","https://www.soraredata.com/player/87631894697754562649225266210653244455421047895025272446855166445357963537676","https://assets.sorare.com/player/5186c00f-204f-40a6-8deb-bbc46e0f60fa/picture/avatar-09495a9db1ecc3b28db65d717fb9a8d3.png","Bartłomiej Drągowski","Goalkeeper  - 25","52.9","60%  PLAYED","52.6","87%  PLAYED","47.3","70%  PLAYED","No sale","No sale","","No sale","",""
"794th","https://www.soraredata.com/player/63073722034771967742845427216039824863935313078827252502513770419219012494872","https://assets.sorare.com/player/15cc08b2-cbdc-4ced-a0f8-40265b9dc2bf/picture/avatar-8d899263769f6ad2f5b3d0c727974559.png","Emmanouil Siopis","Midfielder  - 28","62.5","100%  PLAYED","52.6","100%  PLAYED","48.6","85%  PLAYED","Ξ 0,0012","Ξ 0,0194","3-day average","Ξ 0,0525","7-day average","Last public sale"
"795th","https://www.soraredata.com/player/78163318158947743282176307977574032051246850916136327297712386600440727068571","https://assets.sorare.com/player/38b31f09-8565-409e-a7cd-7c69fff1a242/picture/avatar-60dbcbe80457f7f23077e7ed140cfd77.png","Lasse Schöne","Midfielder  - 36","54.0","80%  PLAYED","52.6","93%  PLAYED","54.6","95%  PLAYED","Ξ 0,0011","Ξ 0,0187","3-day average","Ξ 0,270","3-day average","Last public sale"
"796th","https://www.soraredata.com/player/60623220354538831044576594722590580367175265214119908804464058400122072049576","https://assets.sorare.com/player/d778468f-1e71-4ed3-9380-0b7d9eb185cf/picture/avatar-b78ca68c075fb5204282bece6d9718ca.png","Conor Coventry","Midfielder  - 23","52.2","100%  PLAYED","52.6","80%  PLAYED","48.5","45%  PLAYED","No sale","Ξ 0,0850","Last public sale","No sale","",""
"797th","https://www.soraredata.com/player/9057004355322901820341116622694162367750384149518037122984663516018455023777","https://assets.sorare.com/player/5194b050-d316-42dc-aba3-b0ec7c33edf7/picture/avatar-f6848e9d802116c6d03d85ad6a767fd7.png","Kévin Van Den Kerkhof","Defender  - 27","64.3","100%  PLAYED","52.6","100%  PLAYED","NA","0%  PLAYED","Ξ 0,0037","Ξ 0,0400","3-day average","Ξ 0,123","2-week average","Last public sale"
"798th","https://www.soraredata.com/player/36919065507865056831050252256661663424830975074351313102021687993275511035670","https://assets.sorare.com/player/4dd90406-25d9-4e64-986e-f558eeed255a/picture/avatar-75823eb4ea0f05dabc84991286af17a6.png","Yuta Higuchi","Midfielder  - 26","55.0","100%  PLAYED","52.6","93%  PLAYED","52.7","95%  PLAYED","Ξ 0,0036","Ξ 0,0400","3-day average","Ξ 0,292","2-week average","Last public sale"
"799th","https://www.soraredata.com/player/113772438443846309653856773260837384046842306191019977113177925814191361127985","https://assets.sorare.com/player/ffdcd3eb-9f73-4c61-a6ca-e0e07142a974/picture/avatar-b06422b1804d69681f26f0058f7ea775.png","William Fish","Defender  - 20","41.7","100%  PLAYED","52.6","80%  PLAYED","49.3","35%  PLAYED","Ξ 0,0029","Ξ 0,0282","3-day average","Ξ 0,451","7-day average","Last public sale"
"800th","https://www.soraredata.com/player/87914154445931326916694660706716958163743933225952085826222100722669299515202","https://assets.sorare.com/player/738823b0-1eb1-40be-b153-dc4323a8a7b3/picture/avatar-31947336726d8423ddd6a04300ac1bc2.png","Osame Sahraoui","Forward  - 21","58.8","100%  PLAYED","52.6","100%  PLAYED","52.4","98%  PLAYED","Ξ 0,0186","No sale","3-day average","No sale","",""
"801st","https://www.soraredata.com/player/102139431720134259706702538489695662857377102197089655619309575707967644648345","https://assets.sorare.com/player/4944d9a2-7654-4721-ae03-3c6d3961855f/picture/avatar-9d4e83ad05b5ad0632782f786393ff4e.png","Alexander Prass","Midfielder  - 21","57.5","80%  PLAYED","52.6","93%  PLAYED","49.6","95%  PLAYED","Ξ 0,0036","Ξ 0,0384","3-day average","Ξ 0,179","7-day average","1-month average"
"802nd","https://www.soraredata.com/player/44340944696417103197852231678325768459559771310577072124082131223711645358765","https://assets.sorare.com/player/905fc744-bb63-4823-9908-73d4b61c5b41/picture/avatar-c932093e98acb5a1dd11c0540faf3d73.png","Amine Adli","Forward  - 22","67.7","100%  PLAYED","52.6","93%  PLAYED","43.7","70%  PLAYED","Ξ 0,0229","Ξ 0,146","3-day average","Ξ 0,588","3-day average","7-day average"
"803rd","https://www.soraredata.com/player/41127213943277270760417371486203136016768362801561203009809113758772100082635","https://assets.sorare.com/player/36ac5faf-9114-41bc-8402-b75b29163f33/picture/avatar-19131be045e0d1d3ad7b24afde7a4282.png","Tristan Blackmon","Defender  - 26","45.6","100%  PLAYED","52.6","93%  PLAYED","42.8","83%  PLAYED","Ξ 0,0022","Ξ 0,0256","3-day average","Ξ 0,101","7-day average","Last public sale"
"804th","https://www.soraredata.com/player/82530639864168146051601055171851157179089319927891072378233300192728561351661","https://assets.sorare.com/player/b743577b-ef16-41ea-92b9-9b6b3014e1c6/picture/avatar-e824bdb3ea4a932ceb7a2bc89fbf97cf.png","Onur Bulut","Defender  - 28","48.1","80%  PLAYED","52.5","80%  PLAYED","51.0","80%  PLAYED","Ξ 0,0017","Ξ 0,0404","3-day average","Ξ 0,225","1-month average","Last public sale"
"805th","https://www.soraredata.com/player/41430359334635429541096791360474722008436849004431922713076168766686944106625","https://assets.sorare.com/player/581dc052-68a4-483c-82b6-c1ae3f1c951a/picture/avatar-14c071f1bb3aec7840da4353ec50b193.png","Rémi Walter","Midfielder  - 27","53.3","100%  PLAYED","52.5","100%  PLAYED","50.9","100%  PLAYED","Ξ 0,0027","Ξ 0,0527","3-day average","Ξ 0,167","1-month average","Last public sale"
"806th","https://www.soraredata.com/player/40362953242028591257672501377588884900801577045799019496122901533835145478035","https://assets.sorare.com/player/0ed432b2-f125-482b-a286-a74a728b9ac4/picture/avatar-7dac5f0a02658c70abc51ae2d9522676.png","Adalberto Carrasquilla","Midfielder  - 24","45.9","80%  PLAYED","52.5","93%  PLAYED","47.0","93%  PLAYED","Ξ 0,0026","Ξ 0,0305","3-day average","Ξ 0,194","2-week average","7-day average"
"807th","https://www.soraredata.com/player/36820217776542229674629141890470871887394615470875727055891262300919079822584","https://assets.sorare.com/player/8b1109a7-6bd5-47e9-9de2-3fa0741f2dd7/picture/avatar-1f9ef967ac1298865f64af46dbca95d1.png","Uroš Radaković","Defender  - 29","48.1","100%  PLAYED","52.5","100%  PLAYED","49.3","73%  PLAYED","Ξ 0,0029","Ξ 0,0273","2-week average","Ξ 0,0967","2-week average","Last public sale"
"808th","https://www.soraredata.com/player/55897792701551560817007182661320804465384092259038899304822624277117446858315","https://assets.sorare.com/player/7d863d70-18be-4e67-8211-a8c37ede3fdb/picture/avatar-e7423b49fd84994497e6b4569ff22f8e.png","Anthony Lopes","Goalkeeper  - 32","62.0","40%  PLAYED","52.5","80%  PLAYED","48.3","75%  PLAYED","Ξ 0,0156","Ξ 0,271","3-day average","Ξ 0,660","7-day average","1-month average"
"809th","https://www.soraredata.com/player/485998434915037435935273360431853664765362265740595713342176817278985017638","https://assets.sorare.com/player/ad0b8f30-41f1-4170-8ab4-05d6e93b5913/picture/avatar-5242379f43811ed6eee07700851c8665.png","Harrison Delbridge","Defender  - 31","55.4","100%  PLAYED","52.5","93%  PLAYED","51.5","93%  PLAYED","Ξ 0,0015","Ξ 0,0280","3-day average","Ξ 0,218","3-day average","Last public sale"
"810th","https://www.soraredata.com/player/82807556966972119215029895579737900644031108713905774966749861477782902733789","https://assets.sorare.com/player/54d395c5-1214-45fe-97ad-7e05de529d65/picture/avatar-f4b247948bfb6c978f08f06cc5d4875a.png","Raffael Behounek","Defender  - 25","55.9","80%  PLAYED","52.5","93%  PLAYED","50.7","95%  PLAYED","Ξ 0,0018","Ξ 0,0225","3-day average","Ξ 0,137","2-week average","3-day average"
"811th","https://www.soraredata.com/player/94662595996332703973225876188797377043497854607661815547318073487106367151713","https://assets.sorare.com/player/3350dfb1-1283-4657-9cd5-1e7e8793bbc1/picture/8a23a1b66fbe80ee84fbbbdb99ea9764.png","Brenner","Forward  - 23","48.8","100%  PLAYED","52.5","100%  PLAYED","51.7","93%  PLAYED","Ξ 0,0206","Ξ 0,185","3-day average","Ξ 1,280","7-day average","Last public sale"
"812th","https://www.soraredata.com/player/72055947994749941972570482630000183031660193316321622522921754366278705675191","https://assets.sorare.com/player/32a2083a-a664-4acf-a41f-b1865b30278f/picture/avatar-9a73e46804a26b34856197d601e88dd3.png","Esteban Andrada","Goalkeeper  - 32","57.1","100%  PLAYED","52.5","100%  PLAYED","54.4","80%  PLAYED","No sale","Ξ 0,697","Last public sale","No sale","",""
"813th","https://www.soraredata.com/player/58280935762623458448485088241053395972734274543974143995917077975070645596966","https://assets.sorare.com/player/1b03422e-ff89-44a4-8b2d-27163cb3527c/picture/avatar-1699dbc6cf65894b75eda3de926f22db.png","Mamadou Fall","Forward  - 31","53.7","100%  PLAYED","52.5","93%  PLAYED","47.4","95%  PLAYED","Ξ 0,0025","Ξ 0,0362","3-day average","Ξ 0,112","3-day average","1-month average"
"814th","https://www.soraredata.com/player/96327399911199122482860226059823017385099109925338909836086752623918199552428","https://assets.sorare.com/player/92e06aeb-8377-4e8e-9287-50bb81e98d8b/picture/avatar-381a46b894539f67f0eb1b873b8ae403.png","Jeremy Ebobisse","Forward  - 26","43.4","100%  PLAYED","52.5","100%  PLAYED","53.9","100%  PLAYED","Ξ 0,0163","Ξ 0,148","3-day average","Ξ 0,703","3-day average","Last public sale"
"815th","https://www.soraredata.com/player/69665146425485287744000177042005091482345440719815035480192273913668043829810","https://assets.sorare.com/player/f447508f-47cc-48a3-9a2e-c2f41e7132fd/picture/avatar-0f1465905c6eedf774272f40317dd05a.png","Antoine Léautey","Midfielder  - 26","47.7","80%  PLAYED","52.5","93%  PLAYED","49.1","95%  PLAYED","Ξ 0,0006","Ξ 0,0220","3-day average","Ξ 0,488","7-day average","Last public sale"
"816th","https://www.soraredata.com/player/10748521341580078161263778175472519107921557347011239272496510428599233187018","https://assets.sorare.com/player/06dae97e-2b3c-4ab3-8a66-a6d131d3fced/picture/avatar-edbe410c17a345a8cccca322efbe4e7e.png","Muammer Sarıkaya","Midfielder  - 25","49.9","100%  PLAYED","52.5","87%  PLAYED","NA","0%  PLAYED","Ξ 0,0010","Ξ 0,0290","3-day average","No sale","2-week average",""
"817th","https://www.soraredata.com/player/92395339028434385969366127694122468699522279153370101042467461487726592089721","https://assets.sorare.com/player/00c1be71-6b4e-468c-8061-e1fcd0accea8/picture/avatar-c95367b1d4d87e78461ade5209af2a20.png","Tony Mauricio","Midfielder  - 29","44.6","100%  PLAYED","52.5","100%  PLAYED","53.2","98%  PLAYED","Ξ 0,0006","Ξ 0,0198","3-day average","Ξ 0,147","3-day average","3-day average"
"818th","https://www.soraredata.com/player/98067755418216428615520501219827258662762325327366905611342083959207788808273","https://assets.sorare.com/player/501e8da6-5a55-47f1-bdb0-b07f931da6a0/picture/avatar-20a1d9d4c7d00ceb040c6f3cbe35332c.png","Miki Yamane","Defender  - 29","49.6","100%  PLAYED","52.5","80%  PLAYED","54.2","83%  PLAYED","Ξ 0,0064","Ξ 0,0950","3-day average","Ξ 1,095","3-day average","Last public sale"
"819th","https://www.soraredata.com/player/103645105407329864063247352213342884239446532930512422234409987204857067438156","https://assets.sorare.com/player/5d2efbe4-ec3b-4d01-a182-d1949ce2f660/picture/avatar-4743dc43a6a26d95dfb9c6eedd15ea59.png","Andres Andrade","Defender  - 24","47.2","60%  PLAYED","52.5","80%  PLAYED","43.5","73%  PLAYED","Ξ 0,0007","Ξ 0,0220","3-day average","Ξ 0,0823","1-month average","Last public sale"
"820th","https://www.soraredata.com/player/29525659410557018259123323713724972362076873065100021487593780100869675701189","https://assets.sorare.com/player/92cb847a-dfd8-4d82-8dea-83a8d5c89c21/picture/avatar-6c14dcdf2fba208567f965a258fa09ed.png","Luís 'Duk' Lopes","Forward  - 23","61.3","100%  PLAYED","52.4","100%  PLAYED","NA","0%  PLAYED","Ξ 0,0060","Ξ 0,0681","3-day average","Ξ 0,287","2-week average","7-day average"
"821st","https://www.soraredata.com/player/71774921382724426261623755125748123164294394985122580064589213245766059035111","https://assets.sorare.com/player/5fa24a37-dd8e-4148-8ec7-0d3b339bbd15/picture/avatar-79488ad75cfef2cfb02f1f093eceb86f.png","Gabriel Ávalos","Forward  - 32","49.3","100%  PLAYED","52.4","100%  PLAYED","51.8","80%  PLAYED","Ξ 0,0101","Ξ 0,129","3-day average","Ξ 0,640","3-day average","Last public sale"
"822nd","https://www.soraredata.com/player/24767150807284538431590005836496379578378464145961184413977922885670838529656","https://assets.sorare.com/player/ae3d5403-a63b-4274-a54d-be3223f22037/picture/avatar-bafade4af3fcd60fffded682efc43c79.png","Nemanja Gudelj","Midfielder  - 31","46.7","100%  PLAYED","52.4","87%  PLAYED","49.2","88%  PLAYED","Ξ 0,0016","Ξ 0,0225","3-day average","Ξ 0,130","3-day average","3-day average"
"823rd","https://www.soraredata.com/player/79975634341213793019290310549269568856822332123949962556503205141721872547325","https://assets.sorare.com/player/a9b9ca93-e966-44dd-b228-5605d394688f/picture/avatar-802241f32398e054029648ffaf69829b.png","Alexander Djiku","Defender  - 28","59.0","60%  PLAYED","52.4","80%  PLAYED","53.8","85%  PLAYED","Ξ 0,0029","Ξ 0,0400","3-day average","Ξ 0,112","3-day average","1-month average"
"824th","https://www.soraredata.com/player/27382586337865419599886629695344764346706117291296768998260117595620613104867","https://assets.sorare.com/player/b490be30-ff77-4413-a934-d5aff75cd459/picture/avatar-3c3527495dafc42542d21cf59554ada7.png","Lindon Selahi","Midfielder  - 24","60.1","80%  PLAYED","52.4","87%  PLAYED","52.9","90%  PLAYED","Ξ 0,0015","Ξ 0,0181","3-day average","Ξ 0,0886","7-day average","Last public sale"
"825th","https://www.soraredata.com/player/47267265271506192447118197011016011268005888750727087624956949440657625147957","https://assets.sorare.com/player/3bd02298-8e3a-4f24-a9ba-829874aba142/picture/avatar-e6344da9ed659b4ae68f491baab2481f.png","Luiz Araújo","Forward  - 26","56.9","100%  PLAYED","52.4","100%  PLAYED","56.1","85%  PLAYED","Ξ 0,0235","Ξ 0,243","3-day average","Ξ 1,250","7-day average","Last public sale"
"826th","https://www.soraredata.com/player/101225816796775768906690464066670314671881972027349690430415552270589724100541","https://assets.sorare.com/player/7e51d763-42de-4c92-b226-e0f3fa67f4e6/picture/avatar-1655473e9cebf3d555085749fc807fe7.png","Markus Pink","Forward  - 32","65.9","60%  PLAYED","52.4","87%  PLAYED","48.5","90%  PLAYED","Ξ 0,0084","Ξ 0,103","3-day average","Ξ 0,400","3-day average","2-week average"
"827th","https://www.soraredata.com/player/68979176539160701421893711510637918873341077282459420759816927549757054093461","https://assets.sorare.com/player/b8429300-4295-4650-8a5e-1817829f53f7/picture/avatar-b4723ea1698106e60de228640943f24f.png","Jalil Elías","Midfielder  - 26","53.7","100%  PLAYED","52.4","100%  PLAYED","47.8","93%  PLAYED","Ξ 0,0037","Ξ 0,0375","3-day average","Ξ 0,167","3-day average","Last public sale"
"828th","https://www.soraredata.com/player/89872360507617972076050929196636455402196026414716199944426103236699142113417","https://assets.sorare.com/player/6259580d-9402-4433-8dfb-08a6cfe4e9f8/picture/avatar-e1f8474f870863b2ae35bd09f0c9888e.png","Kim Moon-Hwan","Defender  - 27","46.2","100%  PLAYED","52.4","93%  PLAYED","47.8","90%  PLAYED","Ξ 0,0012","Ξ 0,0161","3-day average","Ξ 0,120","7-day average","3-day average"
"829th","https://www.soraredata.com/player/92209746776157051985302217203129095344103949142788787782110382210779121026557","https://assets.sorare.com/player/05a0cec5-fd52-4083-9ba7-c49a4cd67d50/picture/avatar-6bd5236184b927d28156fd8ce4cb7f8c.png","Kévin Rodrigues","Defender  - 29","66.7","100%  PLAYED","52.4","93%  PLAYED","52.5","70%  PLAYED","Ξ 0,0020","Ξ 0,0340","3-day average","Ξ 0,506","3-day average","Last public sale"
"830th","https://www.soraredata.com/player/94672290041625910151350362746807931612952511807597993589460672143579215127549","https://assets.sorare.com/player/329f1410-bede-4092-8457-8e5956ea9651/picture/avatar-70f3ccdd98124c48c737ea3ba7af946e.png","Javier Cabrera","Forward  - 31","59.9","80%  PLAYED","52.4","80%  PLAYED","49.1","85%  PLAYED","Ξ 0,0066","Ξ 0,0790","3-day average","Ξ 0,184","3-day average","1-month average"
"831st","https://www.soraredata.com/player/96727617477583157826894197834847966320676067836112694318160411278099607336926","https://assets.sorare.com/player/456915b4-b402-4e56-bc88-f178492aa121/picture/avatar-3260fae7012880c59793b595b2f08594.png","Ayase Ueda","Forward  - 24","57.0","100%  PLAYED","52.4","100%  PLAYED","48.5","88%  PLAYED","Ξ 0,0065","Ξ 0,0798","3-day average","Ξ 0,403","3-day average","1-month average"
"832nd","https://www.soraredata.com/player/30380466377761119245875030940797845303133093924776792853224440306848496157888","https://assets.sorare.com/player/b128567f-55ae-46e4-aeb7-e28ccdc30cef/picture/avatar-b7951a1100b5e8a278caa3f42fd197bd.png","Seo Min-Woo","Midfielder  - 25","57.2","100%  PLAYED","52.4","100%  PLAYED","47.8","100%  PLAYED","Ξ 0,0021","Ξ 0,0275","3-day average","Ξ 0,162","3-day average","1-month average"
"833rd","https://www.soraredata.com/player/73957537093034549095723542634537366122610984815190207015581650922242486456907","https://assets.sorare.com/player/79d17d54-232f-4d0c-b864-5b540f332efb/picture/avatar-186822d01e2225f3c43e6d92c661abfb.png","Jake Cooper","Defender  - 28","47.5","100%  PLAYED","52.3","100%  PLAYED","48.1","100%  PLAYED","Ξ 0,0017","Ξ 0,0204","3-day average","Ξ 0,147","7-day average","2-week average"
"834th","https://www.soraredata.com/player/37943097184906449081832175333883236391153737088322126186126770635374549973441","https://assets.sorare.com/player/396e27ba-03a7-48d2-b62a-11a3bdef6d18/picture/avatar-352d4fea78ed12710b1328c172822c21.png","Federico Alonso","Defender  - 32","52.4","100%  PLAYED","52.3","93%  PLAYED","51.4","78%  PLAYED","Ξ 0,0022","Ξ 0,0349","7-day average","Ξ 0,250","2-week average","Last public sale"
"835th","https://www.soraredata.com/player/100503224454129318959632931656191611230195533446025251438857357854255977309415","https://assets.sorare.com/player/1c9edae2-2eea-47db-bb05-da2e601add40/picture/avatar-dca88298f8cb4e368dd1e845e63202a9.png","Calvin Bassey","Defender  - 23","48.3","60%  PLAYED","52.3","80%  PLAYED","59.7","83%  PLAYED","Ξ 0,0045","Ξ 0,0942","3-day average","Ξ 0,549","3-day average","2-week average"
"836th","https://www.soraredata.com/player/81386112725541432228590606857514801973456841849059965789530966199539011134113","https://assets.sorare.com/player/e3fc9eb3-78fa-49e8-9a4e-8bcc63183a5d/picture/avatar-14c56433cb92098048bfccb4eeb5898c.png","Florian Kastenmeier","Goalkeeper  - 25","54.6","100%  PLAYED","52.3","100%  PLAYED","51.2","98%  PLAYED","Ξ 0,0095","Ξ 0,216","3-day average","Ξ 0,416","7-day average","1-month average"
"837th","https://www.soraredata.com/player/4244651205556591808813493423754060363786335017620030947665618977561884194351","https://assets.sorare.com/player/b2d034ac-7bbd-45c1-95d8-4936b5d51947/picture/avatar-9b5192250c5e2078b9adbdaf660e2745.png","Germán Pezzella","Defender  - 31","50.1","100%  PLAYED","52.3","93%  PLAYED","45.3","75%  PLAYED","Ξ 0,0010","Ξ 0,0209","3-day average","Ξ 0,0849","1-month average","1-month average"
"838th","https://www.soraredata.com/player/100492402195833507748637732694725896311103497363125683866343775071544239574961","https://assets.sorare.com/player/4a64feed-d55a-4004-9789-16a56ec8028b/picture/avatar-2b80c0a88d7213835e8a759d17b7cae3.png","Francisco Ortega","Defender  - 24","45.9","80%  PLAYED","52.3","93%  PLAYED","45.6","78%  PLAYED","Ξ 0,0037","Ξ 0,0460","3-day average","Ξ 0,306","3-day average","2-week average"
"839th","https://www.soraredata.com/player/3087414880229647434542194272276135449516005198086998437435239714754676250962","https://assets.sorare.com/player/b1c83d45-f5b9-4bd3-b6f9-4e24b4c15a8e/picture/avatar-33e3a60e9c9ba59d16006ef1e89b83d6.png","Brahian Alemán","Midfielder  - 33","58.7","100%  PLAYED","52.3","87%  PLAYED","58.9","93%  PLAYED","Ξ 0,0085","Ξ 0,0860","3-day average","Ξ 0,688","3-day average","Last public sale"
"840th","https://www.soraredata.com/player/90969109423181849981501117279121274785217197354547578078180308616270343647539","https://assets.sorare.com/player/8842b5c3-896f-4fcc-95cc-d55ab5defc80/picture/avatar-38f4d0b3fb635322740b62decf2864ce.png","Bradley Danger","Midfielder  - 25","53.1","100%  PLAYED","52.3","93%  PLAYED","48.5","95%  PLAYED","Ξ 0,0006","Ξ 0,0110","3-day average","Ξ 0,325","7-day average","Last public sale"
"841st","https://www.soraredata.com/player/106897823910051048284498103945051878446559073452939143414834001342796714188616","https://assets.sorare.com/player/58613a2a-dbcd-4ca6-902f-823b2a540158/picture/avatar-9b5e732b1d6af1d8cecc683f6dbe4083.png","Luka Stojković","Midfielder  - 19","53.5","100%  PLAYED","52.3","100%  PLAYED","44.0","85%  PLAYED","Ξ 0,0034","Ξ 0,0511","3-day average","Ξ 0,267","2-week average","Last public sale"
"842nd","https://www.soraredata.com/player/4403566653424272423090462211475440152333367865536547468144074434752249218726","https://assets.sorare.com/player/dc0d1d69-9a35-411d-9ef3-53640030193d/picture/avatar-660428acbc85164ba8b77a67a33f0d35.png","Renato Steffen","Forward  - 31","56.5","80%  PLAYED","52.3","80%  PLAYED","48.1","70%  PLAYED","Ξ 0,0013","Ξ 0,0434","3-day average","Ξ 0,266","1-month average","1-month average"
"843rd","https://www.soraredata.com/player/23862000479981210220241108713856576926457880789284792950301202838664658935710","https://assets.sorare.com/player/bfcf8bd6-800f-421d-a5c2-1e644ea73dcc/picture/avatar-d4883cf8a9068e075a1caa61f68adfe9.png","Randal Kolo Muani","Forward  - 24","51.7","100%  PLAYED","52.3","93%  PLAYED","51.6","85%  PLAYED","Ξ 0,0566","Ξ 0,379","3-day average","Ξ 1,220","3-day average","1-month average"
"844th","https://www.soraredata.com/player/10278865338911446750225026741805627289380584112818601037502149016998083661147","https://assets.sorare.com/player/e8b65c51-75b7-42e3-a5e3-cf296bf09962/picture/avatar-3b0207afb606179ad17aec0cb090f2fa.png","Siebe Schrijvers","Forward  - 26","49.6","80%  PLAYED","52.3","93%  PLAYED","51.6","55%  PLAYED","Ξ 0,0022","Ξ 0,0575","3-day average","Ξ 0,263","7-day average","Last public sale"
"845th","https://www.soraredata.com/player/108293460658219415661179650780945891497469042631871756752312099971135751431357","https://assets.sorare.com/player/ce0a82df-2fd4-4f5d-a76f-d164dd083301/picture/avatar-0901a10d0c6488dc658ed0546ea80f08.png","Nouhou Tolo","Defender  - 25","62.3","80%  PLAYED","52.2","87%  PLAYED","50.2","90%  PLAYED","Ξ 0,0074","Ξ 0,0630","3-day average","Ξ 0,209","3-day average","Last public sale"
"846th","https://www.soraredata.com/player/95028068571330481666774171689473293574552358341045279741478007244355970904882","https://assets.sorare.com/player/7b5d2523-5e14-42a3-81d8-a08bf39aae9d/picture/avatar-2f759d0aab2c26e53f936b90b8ded14a.png","Mickaël Le Bihan","Forward  - 32","52.6","100%  PLAYED","52.2","93%  PLAYED","49.9","95%  PLAYED","Ξ 0,0010","Ξ 0,0180","3-day average","Ξ 0,176","3-day average","Last public sale"
"847th","https://www.soraredata.com/player/56890241171605587293029872756683090920135935526992241613847619511941376059834","https://assets.sorare.com/player/2d3eefe7-3770-4224-ae14-98120e9a3051/picture/avatar-e3fc19c3a94bfacf17f1f10bc66fae87.png","Saidou Sow","Defender  - 20","54.8","100%  PLAYED","52.2","100%  PLAYED","46.5","50%  PLAYED","Ξ 0,0032","Ξ 0,0527","3-day average","Ξ 0,249","7-day average","Last public sale"
"848th","https://www.soraredata.com/player/10964184764522342554212029918195189864692723084085516723004229124419920296745","https://assets.sorare.com/player/f3dacc89-a81b-44f4-a13b-71073173f791/picture/avatar-688f72e03ad57bcf30dcf97ba977cc91.png","Gustavo Campanharo","Midfielder  - 31","61.9","60%  PLAYED","52.2","87%  PLAYED","47.1","88%  PLAYED","Ξ 0,0014","Ξ 0,0211","3-day average","Ξ 0,160","3-day average","Last public sale"
"849th","https://www.soraredata.com/player/105516733563147393306393439910283062647728081066115499564783946396893526824592","https://assets.sorare.com/player/8a477113-621c-458c-8348-fb373d3d9af7/picture/avatar-391ef0e97bbef43593c3ada6447943c1.png","Filip Mrzljak","Midfielder  - 29","52.8","80%  PLAYED","52.2","80%  PLAYED","44.3","80%  PLAYED","Ξ 0,0006","Ξ 0,0226","3-day average","Ξ 0,0400","7-day average","Last public sale"
"850th","https://www.soraredata.com/player/100478885867366561001361012529670420235806471638625435754868521329656254833263","https://assets.sorare.com/player/1f3b3140-b0bf-40c8-9994-a97e7cf6906b/picture/avatar-cff1e368e69667ddf46f4e0e86361672.png","Sven Kums","Midfielder  - 35","57.4","100%  PLAYED","52.2","100%  PLAYED","53.5","93%  PLAYED","Ξ 0,0021","Ξ 0,0217","3-day average","Ξ 0,105","3-day average","7-day average"
"851st","https://www.soraredata.com/player/40719996614018332173706849390920043765674187611622429762446292235966184372452","https://assets.sorare.com/player/8230ba4b-6f1d-40d1-8f96-1b3b07b4d68e/picture/avatar-76c4e7de95848ec09ead339b9a8e1b8d.png","Ilie Sánchez","Midfielder  - 32","47.1","100%  PLAYED","52.2","100%  PLAYED","47.1","98%  PLAYED","Ξ 0,0031","Ξ 0,0349","3-day average","Ξ 0,199","3-day average","2-week average"
"852nd","https://www.soraredata.com/player/105168036088911174176672954221347339581698653934557689860622477870856244544178","https://assets.sorare.com/player/b627d608-5b37-43ef-a875-383422c4a624/picture/avatar-5958896f399d25c87630dc8fb45fa277.png","Bryan Reynolds","Defender  - 21","46.9","80%  PLAYED","52.2","80%  PLAYED","48.7","68%  PLAYED","Ξ 0,0025","Ξ 0,0270","3-day average","Ξ 0,146","7-day average","7-day average"
"853rd","https://www.soraredata.com/player/97049787225353646546113062921658440187705527440430728869110285791263543280762","https://assets.sorare.com/player/c9945d00-c476-4f1e-8023-e3c8db279cef/picture/avatar-411a3d7cc86ffe81de35aa9b7950c13a.png","Lee Min-Gi","Defender  - 29","51.2","100%  PLAYED","52.2","80%  PLAYED","44.1","85%  PLAYED","Ξ 0,0017","Ξ 0,0203","3-day average","Ξ 0,0300","3-day average","Last public sale"
